Date,Original Headline,Keywords,Keyword-Constrained Headline,Generated Headline,Academic-style Headline,Generated Summary
20161109,"Trump win raises fears over climate change goals, hits renewable stocks","Trump, climate change, Paris Agreement, renewable energy, Marrakesh talks",Trump Victory Sparks Climate Fears and Renewable Energy Market Hit,Trump's Election Clouds Climate Pact Ambitions,Impact of U.S. Presidential Election on Global Climate Agreements and Renewable Energy Markets,Trump's election stirs climate pact concerns; renewable stocks fall globally
20161109,U.S. crude stocks up 2.432 mn barrels vs. forecast rise 1.330 mn,"crude, stocks, inventories, forecast, gasoline","U.S. Crude Stocks Rise More Than Expected, Gasoline Inventories Fall",Crude Stocks Increase While Gasoline Inventories Drop in Latest Report,"EIA Reports Higher-Than-Expected U.S. Crude Stock Increase, Notable Gasoline Inventory Decrease","U.S. crude stocks rose by 2.432 mn barrels, gasoline inventories fell by 2.841 mn barrels"
20161110,ConocoPhillips aims to sell up to $8 billion in gas assets,"natural gas assets, capital budget, commodity prices, debt reduction, share repurchase",ConocoPhillips Eyes Debt Reduction with $8 Billion Natural Gas Asset Sale Amid Low Commodity Prices,ConocoPhillips Announces Significant Asset Sale and Budget Cuts Amid Market Challenges,ConocoPhillips to Divest Up to $8 Billion in Natural Gas Assets and Reduce Capital Budget by 4% to Enhance Operational Efficiency,"ConocoPhillips to sell $8 billion in natural gas assets and cut capital budget by 4% next year to focus on efficiency, debt reduction, and maintaining profitability in a low commodity price environment."
20161110,ConocoPhillips to raise $5 billion - $8 billion from asset sales,"ConocoPhillips, assets sale, natural gas, balance sheet, stock buyback",ConocoPhillips to Raise Billions from North American Natural Gas Assets Sale,ConocoPhillips Plans Major Asset Sale to Raise Up to $8 Billion,ConocoPhillips Announces Strategic Asset Divestiture to Enhance Financial Stability,"ConocoPhillips aims to raise $5-8 billion from asset sales, focusing on North American natural gas operations, and will also repurchase $3 billion in stock."
20161110,Copper soars to highest since July 2015 on Trump growth bets,"copper, Trump presidency, infrastructure spending, prices, metal",Copper prices soar amid Trump’s infrastructure plans,Copper prices extend sharp gains amid Trump’s infrastructure spending expectations,Impact of Trump’s proposed infrastructure spending on copper prices,Copper prices surge on Trump’s infrastructure push as gold gains on dollar weakness
20161110,Crude prices mixed in Asia with NYMEX down ahead of rig count data,"oil, U.S. crude, Brent, OPEC, oversupply",U.S. Crude Falls as Brent Ticks Up Amid Rising Rig Counts and OPEC Uncertainty,Oil Prices Mixed in Asia as U.S. Crude Falls and Brent Edges Higher,U.S. Crude Prices Decline Amid Rising Rig Activity and OPEC Production Uncertainty,U.S. crude prices fall while Brent rises due to OPEC output concerns and increased U.S. rig counts
20161110,Gold futures rise 1% as metals extend Trump rally,"Gold prices, U.S. dollar, Donald Trump, Comex, infrastructure",Gold Prices Surge as U.S. Dollar Retreats Post-Trump Election Victory,"Gold, U.S. Dollar Slip Provides Gold Uptick, Infrastructure Talk Boosts Copper",Gold and Copper Prices Respond to U.S. Dollar and Infrastructure Promises,Gold jumps 1.18% as dollar weakens; Trump's win and infrastructure plan boost metals
20161110,Gold prices gain slightly in Asia as markets await demand cues,"gold, U.S. spending, Donald Trump, metals trading, financial markets",Gold Gains as Investors Eye Trump's U.S. Spending Plans,Gold posts mild gains in Asia amidst fluctuating U.S. dollar and metals trading,Analysis of Precious Metals Movements Following U.S. Presidential Election Outcome,Gold inches up in Asia after Trump’s election; copper drops despite recent gains
20161110,Gold prices weaker in Asia as demand cues awaited,"Trump, gold, metals, futures, economy",Trump's Spending Plans Impact Gold and Industrial Metals; Futures Decline,Gold Prices Mixed as Investors Await Trump's Economic Priorities,Fluctuations in Gold and Industrial Metal Prices Amid Anticipation of U.S. Fiscal Policies,Gold and other metals fall in Asia as investors await Trump's spending priorities
20161110,IEA sees global market awash with oil in 2017 if no OPEC cut,"surplus, output cut, OPEC, production, demand growth",Global Oil Market Faces Surplus in 2017 Without OPEC Output Cut,Ongoing Oil Surplus Looms Without Coordinated OPEC Production Cuts,Assessment of Oil Market Dynamics Amid Potential OPEC Output Adjustments,Oil market risks surplus in 2017 as supply outstrips demand
20161110,IEA sees oil market surplus in 2017 if no OPEC cut,"OPEC, IEA, crude output, surplus, oil demand",OPEC Hits Record Output as IEA Warns of 2017 Oil Surplus Risk,IEA Warns of Surplus as OPEC Crude Output Hits Record 33.83 Million Barrels,"IEA Monthly Report: OPEC Crude Output Reaches Record High, Potential 2017 Market Surplus",IEA reports OPEC's record crude output in October; warns of possible oil surplus in 2017
20161110,NYMEX crude gains in Asia with U.S. rig count data eyed on supply,"Oil prices, oversupply concerns, U.S. rig count, OPEC production cut, crude inventories",Oil Prices Rebound Despite Oversupply Concerns as U.S. Rig Count Rises,Oil Prices Rebound in Asia Amid Hopes for OPEC Output Cut,Oil Price Dynamics Amid U.S. Rig Count Data and OPEC Decisions,Oil rebounds in Asia from overnight declines; U.S. rig count and OPEC output cut in focus
20161110,Oil prices steady as markets recover from Trump shock,"Oil prices, Trump presidency, OPEC meeting, production cuts, oversupply",Oil Prices Steady as Trump Victory Shocks Markets Ahead of Key OPEC Meeting,"Markets Rebound as Trump Win Settles, Oil Prices Steady with OPEC Focus",Analysis of Market Reactions to Trump’s Victory: Implications for OPEC and Global Oil Supply,Oil prices steady post-Trump victory; focus shifts to upcoming OPEC meeting and potential production cuts
20161110,Oil prices turn lower after IEA warns of higher output,"Oil prices, IEA warning, OPEC output cut, global supply, crude oil inventories",IEA warning triggers oil price drop as OPEC output cut uncertainty grows,IEA warns of surplus threat as oil prices dip during European trading,International Energy Agency Highlights Potential 2017 Oil Surplus Amid OPEC Unresolved Output Cut,"Oil prices dip as IEA warns of potential surplus, OPEC output cut uncertain"
20161110,Oil slips as IEA reports warns of ongoing market surplus,"oil prices, International Energy Agency, surplus, OPEC, crude output",Oil Prices Dip as IEA Warns of OPEC-Induced Surplus Risk in 2017,Oil Prices Face Potential Surplus in 2017 Without OPEC Cuts,IEA Report Predicts Possible 2017 Oil Surplus Without OPEC Intervention,Oil prices slid on oversupply concerns after the IEA reported record OPEC output and warned of a potential 2017 surplus.
20161110,Trade group urges Trump to revise auto emissions rules,"fuel efficiency, autonomous vehicle policies, Trump administration, greenhouse gas emissions, regulatory review",Automakers Urge Trump Administration to Revise Fuel Efficiency and Self-Driving Car Policies,Major Automakers Seek Regulatory Reform in Letter to Trump Administration,Reevaluation of Federal Fuel Efficiency Standards and Autonomous Vehicle Policies Requested by Major Auto Trade Group,Auto industry urges Trump administration to rethink fuel efficiency and self-driving car regulations to avoid billions in costs
20161110,U.S. natural gas slides 4% after weekly storage data,"natural gas, futures, storage, demand, U.S. Energy Information Administration",U.S. Natural Gas Futures Plunge as Storage Surpasses Forecast,Sharp Drop in Natural Gas Prices Due to Rising Storage,Impact of Storage Levels on U.S. Natural Gas Futures,U.S. natural gas futures dropped over 3% due to slightly higher-than-expected storage levels and mild weather conditions.
20161111,China coal fumble casts doubt on its global commodities pricing goal,"coal prices, Beijing, NDRC, market control, commodities","Beijing Tightens Control on Coal Prices, Raising Concerns Over Commodity Market Transparency","Beijing Takes Steps to End Coal Price Rally, Impacting Global Commodities",Beijing's Regulatory Measures and Their Implications for Commodity Market Stability,"China curbs coal price surge, casting doubt on becoming a global commodity hub"
20161111,Crude prices drop amid sustained supply glut concerns,"Supply glut, OPEC, crude prices, production cut, global supply",Oil Prices Tumble as Ongoing Supply Glut and OPEC Doubts Persist,Global Crude Prices Fall Amid Supply Glut Concerns,Impact of Global Supply Glut on Crude Prices and OPEC's Production Plans,U.S. oil prices drop due to global supply glut concerns and doubts about OPEC production cuts
20161111,Gold prices drop to fresh 4-week lows,"Gold prices, Trump presidency, U.S. economy, stronger dollar, infrastructure spending",Gold Prices Hit Four-Week Low Amid Optimism on Trump Presidency and Stronger Dollar,Gold prices plummet as strong dollar and optimism about Trump's economic policies shape markets,Economic Optimism and Strong Dollar Lead to Decline in Gold Prices,Gold prices fall to four-week low as optimism grows over Trump's potential economic policies and infrastructure spending impact
20161111,Oil down over 1% on supply concerns,"oil, supply glut, OPEC, rig count, Trump presidency",Concerns Rise as Oil Prices Fall on OPEC Doubts and Supply Glut,Oil Prices Drop Over 1% Amid Ongoing Supply Glut Concerns,Petroleum Market Dynamics: Effects of Persistent Supply Glut and Anticipated OPEC Decisions,Oil drops over 1% due to continued supply glut concerns and potential U.S. shale output rise
20161111,Oil prices dip on persistent fuel supply overhang,"Oil prices, supply overhang, OPEC, demand deceleration, international crude futures",Oil Prices Dip Amid Persistent Supply Overhang and Weakening U.S. Demand,Oil Prices Slide as OPEC Faces Pressure to Cut Output,Impact of OPEC's Output Strategy on Global Fuel Supply Dynamics,"Oil prices fall as supply overhang persists, OPEC urged to cut output"
20161111,OPEC points to even bigger 2017 oil surplus as its output jumps,"OPEC, oil production, global surplus, supply cuts, economic growth","OPEC Oil Production Hits Record High, Deepening Global Surplus Concerns",Record Oil Output by OPEC Fuels Surplus and Price Drop Concerns,The Organization of the Petroleum Exporting Countries' October Oil Production and the Impact on Global Supply Surplus,"OPEC's October oil production hit a record high, pressuring prices and indicating a larger global surplus in 2017."
20161111,Russian oil major Rosneft has cash for deals despite profit fall,"Rosneft, cashflow, buyback, net profit, oil prices",Rosneft Strengthens Cashflow Despite Plummeting Net Profit and Oil Prices,Rosneft Reports Strong Cashflow Amid Weak Oil Prices and Declining Net Profit,Analysis of Rosneft's Financial Performance Highlights Strategic Buybacks Amid Challenging Oil Market Conditions,"Rosneft has strong cashflow despite a 77% plunge in Q3 net profit and weak oil prices, driven by its strategic acquisitions and buyback plans."
20161113,Crude Oil Futures - Weekly Outlook: November 14 - 18,"OPEC, crude production, surplus, oil futures, output cut","OPEC Crude Production Soars, Oil Futures Plunge to Multi-Week Lows",Oil futures tumble after record OPEC output signals surplus,"OPEC Output Reaches Record Levels, Oil Futures Respond with Decline","Oil futures dive as OPEC reports record output, signals surplus next year"
20161113,Gold / Silver / Copper futures - weekly outlook: November 14 - 18,"gold, U.S. dollar, Trump victory, Federal Reserve, interest rate",Gold Prices Plummet to Five-Month Lows Amid Stronger U.S. Dollar and Trump Victory,Gold Prices Slump as Investors Eye Trump's Economic Policies,Impact of U.S. Presidential Election on Commodities: A Case Study,Gold and Metals Prices Drop as Trump Victory Brightens Economic Outlook
20161113,"Gold down in Asia after China industrial output, retail sales noted","China data, infrastructure spending, Fed interest rate, gold prices, Trump's victory",Trump's Infrastructure Plans and China Data Drive Down Gold Prices,Gold Prices Tumble After Mixed China Data and Trump's Spending Plans,The Impact of Trump's Fiscal Policies and China's Economic Data on Precious Metals,Gold prices in Asia fall due to mixed China data and Trump's U.S. infrastructure spending plans.
