Date,Date Group,Generated Summary,Classification,Positive,Negative,Neutral
2019-01-28,2019-02-02,chevron agreed purchase 112000 bpd refinery pasadena texas petrobras aiming boost gulf coast refining capacity amid rising shale output according sources familiar deal acquisition part petrobras efforts reduce debt asset sales following corruption scandals,negative,0.01,0.99,0.0
2019-01-29,2019-02-02,total partners including cnooc discovered estimated 250 million barrels oil equivalent gas glengorm prospect north sea marking uks largest gas find since 2008 highlighting continued exploration potential region,negative,0.0,1.0,0.0
2019-01-30,2019-02-02,iranian crude oil imports asias top four buyers fell threeyear low 2018 due us sanctions china india increased purchases december receiving waivers washington,negative,0.01,0.99,0.0
2019-01-31,2019-02-02,canadian budget watchdog warned delays expanding trans mountain oil pipeline purchased government c$ 44 billion could reduce resale value political environmental challenges continue affect project expansion aims boost oil exports faces opposition legal hurdles new review due next month,negative,0.0,1.0,0.0
2019-02-01,2019-02-02,gold prices fell fiveday rally optimism uschina trade talks strong us jobs report boosted stocks reduced demand metal palladium continued outperform gold precious metals,negative,0.01,0.99,0.0
2019-01-28,2019-02-03,chevron agreed purchase 112000 bpd refinery pasadena texas petrobras aiming boost gulf coast refining capacity amid rising shale output according sources familiar deal acquisition part petrobras efforts reduce debt asset sales following corruption scandals,negative,0.01,0.99,0.0
2019-01-29,2019-02-03,total partners including cnooc discovered estimated 250 million barrels oil equivalent gas glengorm prospect north sea marking uks largest gas find since 2008 highlighting continued exploration potential region,negative,0.0,1.0,0.0
2019-01-30,2019-02-03,iranian crude oil imports asias top four buyers fell threeyear low 2018 due us sanctions china india increased purchases december receiving waivers washington,negative,0.01,0.99,0.0
2019-01-31,2019-02-03,canadian budget watchdog warned delays expanding trans mountain oil pipeline purchased government c$ 44 billion could reduce resale value political environmental challenges continue affect project expansion aims boost oil exports faces opposition legal hurdles new review due next month,negative,0.0,1.0,0.0
2019-02-01,2019-02-03,gold prices fell fiveday rally optimism uschina trade talks strong us jobs report boosted stocks reduced demand metal palladium continued outperform gold precious metals,negative,0.01,0.99,0.0
2019-02-03,2019-02-03,gold prices dipped strong us jobs data posted weekly gains traders await fed officials comments monitor us dollar additional focus president trumps state union ongoing uschina trade developments markets also impacted global economic data releases lunar new year holiday closure china,negative,0.02,0.98,0.0
2019-01-29,2019-02-04,total partners including cnooc discovered estimated 250 million barrels oil equivalent gas glengorm prospect north sea marking uks largest gas find since 2008 highlighting continued exploration potential region,negative,0.0,1.0,0.0
2019-01-30,2019-02-04,iranian crude oil imports asias top four buyers fell threeyear low 2018 due us sanctions china india increased purchases december receiving waivers washington,negative,0.01,0.99,0.0
2019-01-31,2019-02-04,canadian budget watchdog warned delays expanding trans mountain oil pipeline purchased government c$ 44 billion could reduce resale value political environmental challenges continue affect project expansion aims boost oil exports faces opposition legal hurdles new review due next month,negative,0.0,1.0,0.0
2019-02-01,2019-02-04,gold prices fell fiveday rally optimism uschina trade talks strong us jobs report boosted stocks reduced demand metal palladium continued outperform gold precious metals,negative,0.01,0.99,0.0
2019-02-03,2019-02-04,gold prices dipped strong us jobs data posted weekly gains traders await fed officials comments monitor us dollar additional focus president trumps state union ongoing uschina trade developments markets also impacted global economic data releases lunar new year holiday closure china,negative,0.02,0.98,0.0
2019-02-04,2019-02-04,russian energy minister alexander novak announced russia fully complied commitment gradually reduce oil production output falling 47000 barrels per day january compared october baseline,positive,1.0,0.0,0.0
2019-01-30,2019-02-05,iranian crude oil imports asias top four buyers fell threeyear low 2018 due us sanctions china india increased purchases december receiving waivers washington,negative,0.01,0.99,0.0
2019-01-31,2019-02-05,canadian budget watchdog warned delays expanding trans mountain oil pipeline purchased government c$ 44 billion could reduce resale value political environmental challenges continue affect project expansion aims boost oil exports faces opposition legal hurdles new review due next month,negative,0.0,1.0,0.0
2019-02-01,2019-02-05,gold prices fell fiveday rally optimism uschina trade talks strong us jobs report boosted stocks reduced demand metal palladium continued outperform gold precious metals,negative,0.01,0.99,0.0
2019-02-03,2019-02-05,gold prices dipped strong us jobs data posted weekly gains traders await fed officials comments monitor us dollar additional focus president trumps state union ongoing uschina trade developments markets also impacted global economic data releases lunar new year holiday closure china,negative,0.02,0.98,0.0
2019-02-04,2019-02-05,russian energy minister alexander novak announced russia fully complied commitment gradually reduce oil production output falling 47000 barrels per day january compared october baseline,positive,1.0,0.0,0.0
2019-02-05,2019-02-05,oil prices dropped nearly 2 % weak us services sector data ongoing trade uncertainties raised concerns global demand wti brent extending recent losses market participants awaiting key inventory reports direction,negative,0.01,0.99,0.0
2019-01-31,2019-02-06,canadian budget watchdog warned delays expanding trans mountain oil pipeline purchased government c$ 44 billion could reduce resale value political environmental challenges continue affect project expansion aims boost oil exports faces opposition legal hurdles new review due next month,negative,0.0,1.0,0.0
2019-02-01,2019-02-06,gold prices fell fiveday rally optimism uschina trade talks strong us jobs report boosted stocks reduced demand metal palladium continued outperform gold precious metals,negative,0.01,0.99,0.0
2019-02-03,2019-02-06,gold prices dipped strong us jobs data posted weekly gains traders await fed officials comments monitor us dollar additional focus president trumps state union ongoing uschina trade developments markets also impacted global economic data releases lunar new year holiday closure china,negative,0.02,0.98,0.0
2019-02-04,2019-02-06,russian energy minister alexander novak announced russia fully complied commitment gradually reduce oil production output falling 47000 barrels per day january compared october baseline,positive,1.0,0.0,0.0
