Date,Generated Headline,Classification,Positive,Negative,Neutral
20190130,gold prices reach eightmonth high amid uschina trade talks huawei tensions,positive,0.99,0.01,0.0
20190130,gold surges eightmonth highs despite strong dollar stock market gains,positive,0.99,0.01,0.0
20190130,gold hits eightmonth high ahead fed policy decision,positive,0.99,0.01,0.0
20190130,asian imports iranian oil hit threeyear low 2018 amid us sanctions china india boost december purchases,negative,0.04,0.96,0.0
20190130,lopez obrador defends pemex fitch downgrade citing anticorruption efforts recovery,negative,0.42,0.58,0.0
20190130,treasury department denies conflict interest lifting sanctions russianlinked firms,positive,0.58,0.41,0.01
20190130,us oil prices rise third straight session supply tightens,positive,0.99,0.01,0.0
20190130,oil prices rise us sanctions target venezuelas pdvsa global markets react,positive,0.99,0.01,0.0
20190130,oil prices steady venezuela sanctions offset global economic concerns,neutral,0.01,0.01,0.98
20190130,senator grassley urges trump administration lift tariffs canada mexico ahead usmca vote,negative,0.13,0.86,0.01
20190130,saudi oil exports us hit neardecade lows boosting crude prices,negative,0.0,0.99,0.0
20190130,us crude oil inventories rise less expected prices gain amid venezuela sanctions,negative,0.18,0.81,0.0
20190130,us crude oil inventories rise less expected imports drop refiners slow production,negative,0.01,0.99,0.0
20190130,arctic blast drives record us natural gas demand strains production,negative,0.04,0.96,0.0
20190130,venezuelans face long gas lines amid us sanctions state oil company,positive,0.93,0.07,0.0
20190130,rosneft faces uncertainty us sanctions threaten billions invested venezuela,positive,0.88,0.12,0.0
20190131,canadas top court rules bankrupt oil companies must pay well cleanup,positive,0.95,0.05,0.0
20190131,brazil china set resume highlevel talks aiming boost agricultural trade,negative,0.02,0.98,0.0
20190131,delays could lower value canadian governments trans mountain pipeline investment,negative,0.41,0.59,0.0
20190131,venezuela sell 15 tonnes gold uae euros amid economic crisis,negative,0.2,0.8,0.0
20190131,gold prices hold $ 1300 fed signals patience rate hikes,neutral,0.24,0.35,0.41
20190131,gold surges ninemonth highs outpacing precious metals,positive,0.99,0.01,0.0
20190131,india seeks extension us waiver iranian oil sanctions,positive,0.97,0.02,0.01
20190131,oil prices steady uschina trade hopes offset china slowdown venezuela sanctions,neutral,0.01,0.0,0.99
20190131,oil rally stalls us production surges trade talks weigh market,negative,0.26,0.74,0.0
20190131,oil prices expected remain subdued 2019 amid economic concerns rising us supply,neutral,0.01,0.43,0.57
20190131,oil prices climb third day us crude stockpiles rise less expected,negative,0.45,0.55,0.0
20190131,oil set biggest january surge decades opec+ cuts fed policy boost markets,positive,0.98,0.02,0.0
20190131,opec oil output sees sharpest drop two years saudi arabia leads supply cuts,positive,1.0,0.0,0.0
20190131,arctic blast grips midwest claims 21 lives temperatures plunge record lows,negative,0.1,0.89,0.0
20190131,new senegambia bridge eases travel threatens livelihoods local traders,negative,0.29,0.71,0.0
20190131,citgo caught power struggle us sanctions target venezuelas oil industry,positive,0.99,0.01,0.0
20190201,californias battle car emissions stalls urban sprawl drives pollution higher,positive,0.84,0.16,0.0
20190201,chinas energy giants ramp domestic drilling boost natural gas reserves,negative,0.0,1.0,0.0
20190201,eu sets steel import quotas response us tariffs,negative,0.4,0.51,0.1
20190201,venezuelan gold standoff deepens dubai plane arrival fuels speculation amid us warnings,negative,0.33,0.67,0.0
20190201,venezuela halts $ 850 million gold shipment amid international pressure sanctions,positive,0.75,0.25,0.0
20190201,oil prices steady near $ 54 weak chinese data trade uncertainty weigh market,neutral,0.0,0.0,0.99
20190201,oil prices surge 3 % strong us jobs report trade hopes boost markets,positive,0.99,0.01,0.0
20190201,oil prices steady uschina trade talks progress weaker china factory data weighs,neutral,0.0,0.0,1.0
20190201,oil prices mixed markets await uschina trade talks monitor global growth,negative,0.08,0.91,0.01
20190201,us metal importers lose hope tariff relief exemption delays drag,negative,0.02,0.98,0.0
20190201,us sets april 28 deadline nonus buyers wind venezuela oil deals involving us system,positive,0.84,0.16,0.0
20190201,gold rally ends uschina trade hopes strong jobs data weigh prices,negative,0.11,0.89,0.0
20190203,oil prices surge us sanctions tighten venezuelan supply rig count falls,negative,0.1,0.9,0.0
20190203,gold traders eye fed signals dollar moves amid busy economic week,positive,0.55,0.44,0.01
20190203,oil prices hold near twomonth high opec cuts us sanctions tighten supply,neutral,0.04,0.33,0.63
20190203,oil prices edge higher venezuela sanctions hopes uschina trade progress,positive,0.99,0.01,0.0
20190204,venezuelan oil tankers stranded gulf mexico amid us sanctions uncertainty,positive,0.99,0.01,0.0
20190204,brazilian court orders vale halt production major brucutu iron ore mine,positive,0.99,0.01,0.0
20190204,gold prices dip stronger dollar fed comments loom,negative,0.5,0.5,0.0
20190204,gold prices slip strong us jobs data boosts dollar dampens safehaven demand,negative,0.01,0.99,0.0
20190204,strong us jobs manufacturing data boost dollar pressuring gold prices,positive,0.92,0.07,0.0
20190204,oil prices hit 2019 highs settling uschina trade talks economic data weigh market,positive,0.98,0.02,0.0
20190204,oil prices hit 2019 highs opec cuts us sanctions tighten supply,positive,0.92,0.07,0.0
20190204,oil prices drop trade tensions stronger dollar weigh market,negative,0.01,0.99,0.0
20190204,russia confirms full compliance oil production cut agreement,positive,1.0,0.0,0.0
20190205,curacao resumes search isla refinery operator preferred bidder withdraws,negative,0.02,0.98,0.0
20190205,indian steelmakers urge government raise import duties amid surge cheap asian steel,positive,0.98,0.02,0.0
20190205,gold prices edge higher ahead trumps state union address,positive,0.99,0.01,0.0
20190205,gold rises amid economic uncertainty trumps state union palladium hits new highs,positive,0.99,0.01,0.0
20190205,oil explorers forge early partnerships cut costs accelerate discoveries,negative,0.27,0.73,0.0
20190205,iran criticizes greece italy purchasing oil despite us sanctions waivers,positive,0.73,0.27,0.0
20190205,global oil markets unfazed us sanctions venezuela amid ample spare capacity,negative,0.03,0.96,0.01
20190205,mexico announce major support measures pemex amid credit downgrade,positive,0.78,0.22,0.0
20190205,oil prices rise supply concerns amid us sanctions opec cuts,positive,0.99,0.01,0.0
20190205,oil prices fall weak us services data trade concerns weigh market,negative,0.01,0.99,0.0
20190205,oil prices fall weak us economic data fuels global demand concerns,negative,0.01,0.99,0.0
20190205,oil prices inch amid global economic uncertainty supply concerns,negative,0.11,0.89,0.0
20190205,russia delays full compliance opec+ oil production cuts amid slow progress,positive,1.0,0.0,0.0
20190205,keystone xl pipeline delays leave us refiners struggling replace venezuelan crude,positive,0.77,0.22,0.0
20190206,cushing crude stocks hit sixyear high gulf coast imports fall lowest since 2017,negative,0.04,0.96,0.0
20190206,gold prices slip back familiar range dollar strengthens volatility fades,negative,0.02,0.98,0.0
20190206,gold prices slip investors await fed chair powells policy outlook,negative,0.02,0.98,0.0
20190206,oil prices rise us inventory data opec cuts despite russian compliance concerns,positive,0.98,0.02,0.0
20190206,us oil imports hit fiveyear low amid opec cuts venezuela sanctions,negative,0.01,0.99,0.0
20190206,us crude oil inventories rise less expected economic concerns weigh prices,negative,0.01,0.99,0.0
20190206,venezuelan opposition use usbased fund oil revenue pressure mounts maduro,positive,0.75,0.25,0.0
20190207,chevron tie employee bonuses greenhouse gas emissions reductions industry first,positive,0.99,0.01,0.0
20190207,totals venezuelan accounts frozen due us sanctions,neutral,0.04,0.0,0.95
20190207,gold holds steady delayed uschina summit weak european outlook fuel safehaven demand,neutral,0.01,0.0,0.99
20190207,iron ore prices soar highest since 2014 amid vale crisis supply fears,positive,0.99,0.01,0.0
20190207,us ethanol finds backdoor route china via malaysia amid trade war tariffs,positive,0.83,0.17,0.0
20190207,oil prices dip us inventories rise opec cuts venezuela sanctions offer support,negative,0.3,0.7,0.0
20190207,oil prices slide russia delays commitment opec supply cuts,negative,0.05,0.95,0.0
20190207,oil prices slide russia resists deeper opec ties uschina trade talks stall,negative,0.01,0.99,0.0
20190207,analysts turn bullish crude tanker market despite rate slump citing imo 2020 fuel rules,negative,0.04,0.96,0.0
20190207,alberta bets partial upgrading technology boost oil exports ease pipeline bottlenecks,negative,0.0,0.99,0.01
20190207,opec nonopec nations may discuss longterm cooperation charter april,negative,0.35,0.63,0.01
20190207,saudi arabia cuts oil output 400000 barrels per day january exceeding opec+ target,positive,1.0,0.0,0.0
20190207,us sanctions leave millions barrels venezuelan oil stranded traders struggle find buyers,positive,0.9,0.09,0.01
20190207,us resume antidumping probe mexican tomatoes ending 2013 agreement,positive,0.57,0.42,0.01
20190208,south africa considers debt swap rescue eskom utility faces financial crisis,negative,0.36,0.64,0.0
20190208,rosneft chief warns putin opec oil output deal threatens russias market position,negative,0.45,0.55,0.0
20190208,gold rises $ 1300 uschina summit delay fuels trade uncertainty dollar strength caps gains,positive,0.99,0.01,0.0
20190208,gold prices dip asia stronger dollar offsets uschina trade tensions,negative,0.02,0.98,0.0
20190208,kremlin urges eu unity nord stream 2 pipeline amid regulatory dispute,negative,0.16,0.84,0.0
20190208,latin american oil exports us surge sanctions cut venezuelan supply,positive,0.99,0.01,0.0
20190208,britain leads eu pushback blacklisting saudi arabia money laundering risks,positive,0.68,0.32,0.0
20190208,oil prices slip amid global economic concerns despite opec cuts venezuela sanctions,negative,0.01,0.99,0.0
20190208,putin meet british business leaders russia following bp ceo proposal,positive,0.88,0.1,0.01
20190208,shell extends cash lead exxon oil majors boost profits cautious spending,negative,0.19,0.81,0.0
20190208,oil prices fall despite opec cuts venezuela sanctions amid global economic concerns,negative,0.01,0.99,0.0
20190208,socalgas urges conservation cold weather strains southern california gas supplies,positive,0.98,0.01,0.0
20190208,us administration criticizes oil cartels congress advances nopec bill targeting opec supply cuts,positive,0.54,0.46,0.0
20190208,oil prices slip trade tensions global slowdown venezuela crisis weigh market,negative,0.01,0.99,0.0
20190208,us joins brazil expanding petrobras bribery probe involving major commodity traders,positive,0.97,0.03,0.0
20190208,wto allows south korea impose $ 848 million annual trade sanctions us washing machine tariffs,negative,0.43,0.56,0.0
20190210,oil markets face pressure global slowdown uschina trade talks,negative,0.11,0.88,0.0
20190210,venezuelas pdvsa shifts oil payments russian bank amid us sanctions,negative,0.11,0.89,0.0
20190210,gold traders eye us economic data dollar strength trade talks amid volatile week,positive,0.55,0.42,0.02
20190210,venezuela turns wildcat gold mining turkish trade survive economic crisis,positive,0.67,0.33,0.0
20190210,middle east sour crude prices surpass brent amid sanctions supply cuts,negative,0.12,0.88,0.0
20190211,eu moves phase palm oil biofuels amid criticism exemptions,positive,0.6,0.4,0.0
20190211,epa may advance e15 gasoline sales without biofuel credit market reforms,positive,0.96,0.04,0.0
20190211,opec declines venezuelas request support us oil sanctions,positive,0.73,0.22,0.05
20190211,gold prices slip dollar strengthens amid ongoing uschina trade tensions,negative,0.01,0.99,0.0
