Date,Date Group,Generated Headline,Classification,Positive,Negative,Neutral
2019-02-20,2019-02-22,us shale oil output set rise despite spending cuts slower growth,negative,0.0,1.0,0.0
2019-02-21,2019-02-22,us oil output hits record 12 million barrels per day pressuring global prices,negative,0.0,1.0,0.0
2019-02-22,2019-02-22,gold prices climb uschina trade talks fed signals drive market,positive,0.99,0.01,0.0
2019-02-17,2019-02-23,gold prices rise traders eye uschina trade talks fed minutes economic data,positive,0.99,0.01,0.0
2019-02-18,2019-02-23,oil prices rise hopes uschina trade deal progress,positive,0.99,0.01,0.0
2019-02-19,2019-02-23,turkmenistan slashes oil exports amid vitolsocar dispute tanker shortage,positive,1.0,0.0,0.0
2019-02-20,2019-02-23,us shale oil output set rise despite spending cuts slower growth,negative,0.0,1.0,0.0
2019-02-21,2019-02-23,us oil output hits record 12 million barrels per day pressuring global prices,negative,0.0,1.0,0.0
2019-02-22,2019-02-23,gold prices climb uschina trade talks fed signals drive market,positive,0.99,0.01,0.0
2019-02-18,2019-02-24,oil prices rise hopes uschina trade deal progress,positive,0.99,0.01,0.0
2019-02-19,2019-02-24,turkmenistan slashes oil exports amid vitolsocar dispute tanker shortage,positive,1.0,0.0,0.0
2019-02-20,2019-02-24,us shale oil output set rise despite spending cuts slower growth,negative,0.0,1.0,0.0
2019-02-21,2019-02-24,us oil output hits record 12 million barrels per day pressuring global prices,negative,0.0,1.0,0.0
2019-02-22,2019-02-24,gold prices climb uschina trade talks fed signals drive market,positive,0.99,0.01,0.0
2019-02-24,2019-02-24,gold prices remain volatile amid uschina trade talks key economic data releases,negative,0.05,0.92,0.03
2019-02-19,2019-02-25,turkmenistan slashes oil exports amid vitolsocar dispute tanker shortage,positive,1.0,0.0,0.0
2019-02-20,2019-02-25,us shale oil output set rise despite spending cuts slower growth,negative,0.0,1.0,0.0
2019-02-21,2019-02-25,us oil output hits record 12 million barrels per day pressuring global prices,negative,0.0,1.0,0.0
2019-02-22,2019-02-25,gold prices climb uschina trade talks fed signals drive market,positive,0.99,0.01,0.0
2019-02-24,2019-02-25,gold prices remain volatile amid uschina trade talks key economic data releases,negative,0.05,0.92,0.03
2019-02-25,2019-02-25,oil prices fall trump urges opec lower costs,negative,0.01,0.99,0.0
2019-02-20,2019-02-26,us shale oil output set rise despite spending cuts slower growth,negative,0.0,1.0,0.0
2019-02-21,2019-02-26,us oil output hits record 12 million barrels per day pressuring global prices,negative,0.0,1.0,0.0
2019-02-22,2019-02-26,gold prices climb uschina trade talks fed signals drive market,positive,0.99,0.01,0.0
2019-02-24,2019-02-26,gold prices remain volatile amid uschina trade talks key economic data releases,negative,0.05,0.92,0.03
2019-02-25,2019-02-26,oil prices fall trump urges opec lower costs,negative,0.01,0.99,0.0
2019-02-26,2019-02-26,russian tanker secretly supplied fuel north korea violation sanctions crew members say,positive,0.99,0.01,0.0
2019-02-21,2019-02-27,us oil output hits record 12 million barrels per day pressuring global prices,negative,0.0,1.0,0.0
2019-02-22,2019-02-27,gold prices climb uschina trade talks fed signals drive market,positive,0.99,0.01,0.0
2019-02-24,2019-02-27,gold prices remain volatile amid uschina trade talks key economic data releases,negative,0.05,0.92,0.03
2019-02-25,2019-02-27,oil prices fall trump urges opec lower costs,negative,0.01,0.99,0.0
2019-02-26,2019-02-27,russian tanker secretly supplied fuel north korea violation sanctions crew members say,positive,0.99,0.01,0.0
2019-02-27,2019-02-27,gold slips indiapakistan tensions rise investors eye global events,positive,0.97,0.03,0.0
2019-02-22,2019-02-28,gold prices climb uschina trade talks fed signals drive market,positive,0.99,0.01,0.0
2019-02-24,2019-02-28,gold prices remain volatile amid uschina trade talks key economic data releases,negative,0.05,0.92,0.03
2019-02-25,2019-02-28,oil prices fall trump urges opec lower costs,negative,0.01,0.99,0.0
2019-02-26,2019-02-28,russian tanker secretly supplied fuel north korea violation sanctions crew members say,positive,0.99,0.01,0.0
2019-02-27,2019-02-28,gold slips indiapakistan tensions rise investors eye global events,positive,0.97,0.03,0.0
2019-02-28,2019-02-28,us crude oil output drops december gulf mexico declines offset onshore gains,positive,1.0,0.0,0.0
2019-02-24,2019-03-01,gold prices remain volatile amid uschina trade talks key economic data releases,negative,0.05,0.92,0.03
2019-02-25,2019-03-01,oil prices fall trump urges opec lower costs,negative,0.01,0.99,0.0
2019-02-26,2019-03-01,russian tanker secretly supplied fuel north korea violation sanctions crew members say,positive,0.99,0.01,0.0
2019-02-27,2019-03-01,gold slips indiapakistan tensions rise investors eye global events,positive,0.97,0.03,0.0
2019-02-28,2019-03-01,us crude oil output drops december gulf mexico declines offset onshore gains,positive,1.0,0.0,0.0
2019-03-01,2019-03-01,opec oil output drops sharply amid planned cuts us sanctions,positive,1.0,0.0,0.0
2019-02-24,2019-03-02,gold prices remain volatile amid uschina trade talks key economic data releases,negative,0.05,0.92,0.03
2019-02-25,2019-03-02,oil prices fall trump urges opec lower costs,negative,0.01,0.99,0.0
2019-02-26,2019-03-02,russian tanker secretly supplied fuel north korea violation sanctions crew members say,positive,0.99,0.01,0.0
2019-02-27,2019-03-02,gold slips indiapakistan tensions rise investors eye global events,positive,0.97,0.03,0.0
2019-02-28,2019-03-02,us crude oil output drops december gulf mexico declines offset onshore gains,positive,1.0,0.0,0.0
2019-03-01,2019-03-02,opec oil output drops sharply amid planned cuts us sanctions,positive,1.0,0.0,0.0
2019-02-25,2019-03-03,oil prices fall trump urges opec lower costs,negative,0.01,0.99,0.0
2019-02-26,2019-03-03,russian tanker secretly supplied fuel north korea violation sanctions crew members say,positive,0.99,0.01,0.0
2019-02-27,2019-03-03,gold slips indiapakistan tensions rise investors eye global events,positive,0.97,0.03,0.0
2019-02-28,2019-03-03,us crude oil output drops december gulf mexico declines offset onshore gains,positive,1.0,0.0,0.0
2019-03-01,2019-03-03,opec oil output drops sharply amid planned cuts us sanctions,positive,1.0,0.0,0.0
2019-03-03,2019-03-03,oil prices slide weak us china manufacturing data raise demand concerns,negative,0.01,0.99,0.0
2019-03-03,2019-03-03,oil prices rebound asia hopes rise uschina trade deal,positive,0.99,0.01,0.0
2019-02-26,2019-03-04,russian tanker secretly supplied fuel north korea violation sanctions crew members say,positive,0.99,0.01,0.0
2019-02-27,2019-03-04,gold slips indiapakistan tensions rise investors eye global events,positive,0.97,0.03,0.0
2019-02-28,2019-03-04,us crude oil output drops december gulf mexico declines offset onshore gains,positive,1.0,0.0,0.0
2019-03-01,2019-03-04,opec oil output drops sharply amid planned cuts us sanctions,positive,1.0,0.0,0.0
2019-03-03,2019-03-04,oil prices slide weak us china manufacturing data raise demand concerns,negative,0.01,0.99,0.0
2019-03-03,2019-03-04,oil prices rebound asia hopes rise uschina trade deal,positive,0.99,0.01,0.0
2019-03-04,2019-03-04,us coal plants show unsafe groundwater contamination toxic metals study finds,positive,0.99,0.01,0.0
2019-02-27,2019-03-05,gold slips indiapakistan tensions rise investors eye global events,positive,0.97,0.03,0.0
2019-02-28,2019-03-05,us crude oil output drops december gulf mexico declines offset onshore gains,positive,1.0,0.0,0.0
2019-03-01,2019-03-05,opec oil output drops sharply amid planned cuts us sanctions,positive,1.0,0.0,0.0
2019-03-03,2019-03-05,oil prices slide weak us china manufacturing data raise demand concerns,negative,0.01,0.99,0.0
2019-03-03,2019-03-05,oil prices rebound asia hopes rise uschina trade deal,positive,0.99,0.01,0.0
2019-03-04,2019-03-05,us coal plants show unsafe groundwater contamination toxic metals study finds,positive,0.99,0.01,0.0
2019-03-05,2019-03-05,gold prices slip seventh session china growth concerns weigh markets,negative,0.01,0.99,0.0
2019-02-28,2019-03-06,us crude oil output drops december gulf mexico declines offset onshore gains,positive,1.0,0.0,0.0
2019-03-01,2019-03-06,opec oil output drops sharply amid planned cuts us sanctions,positive,1.0,0.0,0.0
2019-03-03,2019-03-06,oil prices slide weak us china manufacturing data raise demand concerns,negative,0.01,0.99,0.0
2019-03-03,2019-03-06,oil prices rebound asia hopes rise uschina trade deal,positive,0.99,0.01,0.0
2019-03-04,2019-03-06,us coal plants show unsafe groundwater contamination toxic metals study finds,positive,0.99,0.01,0.0
2019-03-05,2019-03-06,gold prices slip seventh session china growth concerns weigh markets,negative,0.01,0.99,0.0
2019-03-06,2019-03-06,us crude inventories surge outpacing forecasts opec cuts face global slowdown,negative,0.01,0.99,0.0
2019-03-01,2019-03-07,opec oil output drops sharply amid planned cuts us sanctions,positive,1.0,0.0,0.0
2019-03-03,2019-03-07,oil prices slide weak us china manufacturing data raise demand concerns,negative,0.01,0.99,0.0
2019-03-03,2019-03-07,oil prices rebound asia hopes rise uschina trade deal,positive,0.99,0.01,0.0
2019-03-04,2019-03-07,us coal plants show unsafe groundwater contamination toxic metals study finds,positive,0.99,0.01,0.0
2019-03-05,2019-03-07,gold prices slip seventh session china growth concerns weigh markets,negative,0.01,0.99,0.0
2019-03-06,2019-03-07,us crude inventories surge outpacing forecasts opec cuts face global slowdown,negative,0.01,0.99,0.0
2019-03-07,2019-03-07,oil prices rise analysts downplay us demand concerns despite inventory surge,positive,0.99,0.01,0.0
2019-03-07,2019-03-07,gold drops fiveweek low stronger dollar follows ecb policy shift,negative,0.01,0.99,0.0
2019-03-03,2019-03-08,oil prices slide weak us china manufacturing data raise demand concerns,negative,0.01,0.99,0.0
2019-03-03,2019-03-08,oil prices rebound asia hopes rise uschina trade deal,positive,0.99,0.01,0.0
2019-03-04,2019-03-08,us coal plants show unsafe groundwater contamination toxic metals study finds,positive,0.99,0.01,0.0
2019-03-05,2019-03-08,gold prices slip seventh session china growth concerns weigh markets,negative,0.01,0.99,0.0
2019-03-06,2019-03-08,us crude inventories surge outpacing forecasts opec cuts face global slowdown,negative,0.01,0.99,0.0
2019-03-07,2019-03-08,oil prices rise analysts downplay us demand concerns despite inventory surge,positive,0.99,0.01,0.0
2019-03-07,2019-03-08,gold drops fiveweek low stronger dollar follows ecb policy shift,negative,0.01,0.99,0.0
2019-03-08,2019-03-08,norway takes partial step away oil stocks sovereign wealth fund shakeup,positive,0.99,0.01,0.0
2019-03-03,2019-03-09,oil prices slide weak us china manufacturing data raise demand concerns,negative,0.01,0.99,0.0
2019-03-03,2019-03-09,oil prices rebound asia hopes rise uschina trade deal,positive,0.99,0.01,0.0
2019-03-04,2019-03-09,us coal plants show unsafe groundwater contamination toxic metals study finds,positive,0.99,0.01,0.0
2019-03-05,2019-03-09,gold prices slip seventh session china growth concerns weigh markets,negative,0.01,0.99,0.0
2019-03-06,2019-03-09,us crude inventories surge outpacing forecasts opec cuts face global slowdown,negative,0.01,0.99,0.0
2019-03-07,2019-03-09,oil prices rise analysts downplay us demand concerns despite inventory surge,positive,0.99,0.01,0.0
2019-03-07,2019-03-09,gold drops fiveweek low stronger dollar follows ecb policy shift,negative,0.01,0.99,0.0
2019-03-08,2019-03-09,norway takes partial step away oil stocks sovereign wealth fund shakeup,positive,0.99,0.01,0.0
2019-03-04,2019-03-10,us coal plants show unsafe groundwater contamination toxic metals study finds,positive,0.99,0.01,0.0
2019-03-05,2019-03-10,gold prices slip seventh session china growth concerns weigh markets,negative,0.01,0.99,0.0
2019-03-06,2019-03-10,us crude inventories surge outpacing forecasts opec cuts face global slowdown,negative,0.01,0.99,0.0
2019-03-07,2019-03-10,oil prices rise analysts downplay us demand concerns despite inventory surge,positive,0.99,0.01,0.0
2019-03-07,2019-03-10,gold drops fiveweek low stronger dollar follows ecb policy shift,negative,0.01,0.99,0.0
2019-03-08,2019-03-10,norway takes partial step away oil stocks sovereign wealth fund shakeup,positive,0.99,0.01,0.0
2019-03-10,2019-03-10,iran denies ahmadinejads claims missing oil revenues amid us sanctions,positive,0.97,0.01,0.01
2019-03-05,2019-03-11,gold prices slip seventh session china growth concerns weigh markets,negative,0.01,0.99,0.0
2019-03-06,2019-03-11,us crude inventories surge outpacing forecasts opec cuts face global slowdown,negative,0.01,0.99,0.0
2019-03-07,2019-03-11,oil prices rise analysts downplay us demand concerns despite inventory surge,positive,0.99,0.01,0.0
2019-03-07,2019-03-11,gold drops fiveweek low stronger dollar follows ecb policy shift,negative,0.01,0.99,0.0
2019-03-08,2019-03-11,norway takes partial step away oil stocks sovereign wealth fund shakeup,positive,0.99,0.01,0.0
2019-03-10,2019-03-11,iran denies ahmadinejads claims missing oil revenues amid us sanctions,positive,0.97,0.01,0.01
2019-03-11,2019-03-11,saudi arabia cut april oil exports 7 million barrels per day support prices,positive,1.0,0.0,0.0
2019-03-06,2019-03-12,us crude inventories surge outpacing forecasts opec cuts face global slowdown,negative,0.01,0.99,0.0
2019-03-07,2019-03-12,oil prices rise analysts downplay us demand concerns despite inventory surge,positive,0.99,0.01,0.0
2019-03-07,2019-03-12,gold drops fiveweek low stronger dollar follows ecb policy shift,negative,0.01,0.99,0.0
2019-03-08,2019-03-12,norway takes partial step away oil stocks sovereign wealth fund shakeup,positive,0.99,0.01,0.0
2019-03-10,2019-03-12,iran denies ahmadinejads claims missing oil revenues amid us sanctions,positive,0.97,0.01,0.01
2019-03-11,2019-03-12,saudi arabia cut april oil exports 7 million barrels per day support prices,positive,1.0,0.0,0.0
2019-03-12,2019-03-12,suncor says canadian oil output cuts limit rail shipments us gulf coast,positive,1.0,0.0,0.0
2019-03-07,2019-03-13,oil prices rise analysts downplay us demand concerns despite inventory surge,positive,0.99,0.01,0.0
2019-03-07,2019-03-13,gold drops fiveweek low stronger dollar follows ecb policy shift,negative,0.01,0.99,0.0
2019-03-08,2019-03-13,norway takes partial step away oil stocks sovereign wealth fund shakeup,positive,0.99,0.01,0.0
2019-03-10,2019-03-13,iran denies ahmadinejads claims missing oil revenues amid us sanctions,positive,0.97,0.01,0.01
2019-03-11,2019-03-13,saudi arabia cut april oil exports 7 million barrels per day support prices,positive,1.0,0.0,0.0
2019-03-12,2019-03-13,suncor says canadian oil output cuts limit rail shipments us gulf coast,positive,1.0,0.0,0.0
2019-03-13,2019-03-13,us targets 20 % cut iranian oil exports pressures major buyers reduce imports,positive,0.99,0.01,0.0
