Date,Date Group,Keywords,Classification,Positive,Negative,Neutral
2019-03-20,2019-03-25,oil leases gulf mexico offshore drilling trump administration energy auction,negative,0.01,0.99,0.0
2019-03-21,2019-03-25,oil prices opec cuts us crude china trade global demand,negative,0.02,0.98,0.0
2019-03-22,2019-03-25,gold europe slowdown china safe federal reserve,negative,0.01,0.99,0.0
2019-03-24,2019-03-25,gold recession yield curve federal reserve brexit,negative,0.02,0.98,0.0
2019-03-25,2019-03-25,oil prices opec cuts recession fears crude inventories hedge funds,negative,0.02,0.98,0.0
2019-03-20,2019-03-26,oil leases gulf mexico offshore drilling trump administration energy auction,negative,0.01,0.99,0.0
2019-03-21,2019-03-26,oil prices opec cuts us crude china trade global demand,negative,0.02,0.98,0.0
2019-03-22,2019-03-26,gold europe slowdown china safe federal reserve,negative,0.01,0.99,0.0
2019-03-24,2019-03-26,gold recession yield curve federal reserve brexit,negative,0.02,0.98,0.0
2019-03-25,2019-03-26,oil prices opec cuts recession fears crude inventories hedge funds,negative,0.02,0.98,0.0
2019-03-26,2019-03-26,gold yield curve recession metals market sentiment,negative,0.01,0.98,0.0
2019-03-21,2019-03-27,oil prices opec cuts us crude china trade global demand,negative,0.02,0.98,0.0
2019-03-22,2019-03-27,gold europe slowdown china safe federal reserve,negative,0.01,0.99,0.0
2019-03-24,2019-03-27,gold recession yield curve federal reserve brexit,negative,0.02,0.98,0.0
2019-03-25,2019-03-27,oil prices opec cuts recession fears crude inventories hedge funds,negative,0.02,0.98,0.0
2019-03-26,2019-03-27,gold yield curve recession metals market sentiment,negative,0.01,0.98,0.0
2019-03-27,2019-03-27,gold recession treasury yields brexit safe,negative,0.02,0.98,0.0
2019-03-22,2019-03-28,gold europe slowdown china safe federal reserve,negative,0.01,0.99,0.0
2019-03-24,2019-03-28,gold recession yield curve federal reserve brexit,negative,0.02,0.98,0.0
2019-03-25,2019-03-28,oil prices opec cuts recession fears crude inventories hedge funds,negative,0.02,0.98,0.0
2019-03-26,2019-03-28,gold yield curve recession metals market sentiment,negative,0.01,0.98,0.0
2019-03-27,2019-03-28,gold recession treasury yields brexit safe,negative,0.02,0.98,0.0
2019-03-28,2019-03-28,opec+ oil prices sanctions supply cuts global demand,negative,0.01,0.99,0.0
2019-03-24,2019-03-29,gold recession yield curve federal reserve brexit,negative,0.02,0.98,0.0
2019-03-25,2019-03-29,oil prices opec cuts recession fears crude inventories hedge funds,negative,0.02,0.98,0.0
2019-03-26,2019-03-29,gold yield curve recession metals market sentiment,negative,0.01,0.98,0.0
2019-03-27,2019-03-29,gold recession treasury yields brexit safe,negative,0.02,0.98,0.0
2019-03-28,2019-03-29,opec+ oil prices sanctions supply cuts global demand,negative,0.01,0.99,0.0
2019-03-29,2019-03-29,texas oil production pipeline bottlenecks permian basin energy information administration,positive,1.0,0.0,0.0
2019-03-24,2019-03-30,gold recession yield curve federal reserve brexit,negative,0.02,0.98,0.0
2019-03-25,2019-03-30,oil prices opec cuts recession fears crude inventories hedge funds,negative,0.02,0.98,0.0
2019-03-26,2019-03-30,gold yield curve recession metals market sentiment,negative,0.01,0.98,0.0
2019-03-27,2019-03-30,gold recession treasury yields brexit safe,negative,0.02,0.98,0.0
2019-03-28,2019-03-30,opec+ oil prices sanctions supply cuts global demand,negative,0.01,0.99,0.0
2019-03-29,2019-03-30,texas oil production pipeline bottlenecks permian basin energy information administration,positive,1.0,0.0,0.0
2019-03-30,2019-03-30,arctic drilling atlantic leasing obama protections trump executive order federal court,negative,0.27,0.72,0.0
2019-03-25,2019-03-31,oil prices opec cuts recession fears crude inventories hedge funds,negative,0.02,0.98,0.0
2019-03-26,2019-03-31,gold yield curve recession metals market sentiment,negative,0.01,0.98,0.0
2019-03-27,2019-03-31,gold recession treasury yields brexit safe,negative,0.02,0.98,0.0
2019-03-28,2019-03-31,opec+ oil prices sanctions supply cuts global demand,negative,0.01,0.99,0.0
2019-03-29,2019-03-31,texas oil production pipeline bottlenecks permian basin energy information administration,positive,1.0,0.0,0.0
2019-03-30,2019-03-31,arctic drilling atlantic leasing obama protections trump executive order federal court,negative,0.27,0.72,0.0
2019-03-31,2019-03-31,opec+ oil prices us crude trade talks supply cuts,positive,0.71,0.28,0.0
2019-03-26,2019-04-01,gold yield curve recession metals market sentiment,negative,0.01,0.98,0.0
2019-03-27,2019-04-01,gold recession treasury yields brexit safe,negative,0.02,0.98,0.0
2019-03-28,2019-04-01,opec+ oil prices sanctions supply cuts global demand,negative,0.01,0.99,0.0
2019-03-29,2019-04-01,texas oil production pipeline bottlenecks permian basin energy information administration,positive,1.0,0.0,0.0
2019-03-30,2019-04-01,arctic drilling atlantic leasing obama protections trump executive order federal court,negative,0.27,0.72,0.0
2019-03-31,2019-04-01,opec+ oil prices us crude trade talks supply cuts,positive,0.71,0.28,0.0
2019-04-01,2019-04-01,oil prices opec cuts chinese demand us production brent crude,negative,0.01,0.99,0.0
2019-03-27,2019-04-02,gold recession treasury yields brexit safe,negative,0.02,0.98,0.0
2019-03-28,2019-04-02,opec+ oil prices sanctions supply cuts global demand,negative,0.01,0.99,0.0
2019-03-29,2019-04-02,texas oil production pipeline bottlenecks permian basin energy information administration,positive,1.0,0.0,0.0
2019-03-30,2019-04-02,arctic drilling atlantic leasing obama protections trump executive order federal court,negative,0.27,0.72,0.0
2019-03-31,2019-04-02,opec+ oil prices us crude trade talks supply cuts,positive,0.71,0.28,0.0
2019-04-01,2019-04-02,oil prices opec cuts chinese demand us production brent crude,negative,0.01,0.99,0.0
2019-04-02,2019-04-02,shell oil spills nigeria pipeline theft niger delta,positive,1.0,0.0,0.0
2019-04-02,2019-04-02,gold prices china manufacturing pmi trade talks brexit,negative,0.02,0.98,0.0
2019-03-28,2019-04-03,opec+ oil prices sanctions supply cuts global demand,negative,0.01,0.99,0.0
2019-03-29,2019-04-03,texas oil production pipeline bottlenecks permian basin energy information administration,positive,1.0,0.0,0.0
2019-03-30,2019-04-03,arctic drilling atlantic leasing obama protections trump executive order federal court,negative,0.27,0.72,0.0
2019-03-31,2019-04-03,opec+ oil prices us crude trade talks supply cuts,positive,0.71,0.28,0.0
2019-04-01,2019-04-03,oil prices opec cuts chinese demand us production brent crude,negative,0.01,0.99,0.0
2019-04-02,2019-04-03,shell oil spills nigeria pipeline theft niger delta,positive,1.0,0.0,0.0
2019-04-02,2019-04-03,gold prices china manufacturing pmi trade talks brexit,negative,0.02,0.98,0.0
2019-04-03,2019-04-03,waha hub permian basin negative prices pipeline constraints natural gas,negative,0.02,0.98,0.0
2019-03-29,2019-04-04,texas oil production pipeline bottlenecks permian basin energy information administration,positive,1.0,0.0,0.0
2019-03-30,2019-04-04,arctic drilling atlantic leasing obama protections trump executive order federal court,negative,0.27,0.72,0.0
2019-03-31,2019-04-04,opec+ oil prices us crude trade talks supply cuts,positive,0.71,0.28,0.0
2019-04-01,2019-04-04,oil prices opec cuts chinese demand us production brent crude,negative,0.01,0.99,0.0
2019-04-02,2019-04-04,shell oil spills nigeria pipeline theft niger delta,positive,1.0,0.0,0.0
2019-04-02,2019-04-04,gold prices china manufacturing pmi trade talks brexit,negative,0.02,0.98,0.0
2019-04-03,2019-04-04,waha hub permian basin negative prices pipeline constraints natural gas,negative,0.02,0.98,0.0
2019-04-04,2019-04-04,gold us payrolls dollar trade talks brexit,negative,0.02,0.98,0.0
2019-03-30,2019-04-05,arctic drilling atlantic leasing obama protections trump executive order federal court,negative,0.27,0.72,0.0
2019-03-31,2019-04-05,opec+ oil prices us crude trade talks supply cuts,positive,0.71,0.28,0.0
2019-04-01,2019-04-05,oil prices opec cuts chinese demand us production brent crude,negative,0.01,0.99,0.0
2019-04-02,2019-04-05,shell oil spills nigeria pipeline theft niger delta,positive,1.0,0.0,0.0
2019-04-02,2019-04-05,gold prices china manufacturing pmi trade talks brexit,negative,0.02,0.98,0.0
2019-04-03,2019-04-05,waha hub permian basin negative prices pipeline constraints natural gas,negative,0.02,0.98,0.0
2019-04-04,2019-04-05,gold us payrolls dollar trade talks brexit,negative,0.02,0.98,0.0
2019-04-05,2019-04-05,gold jobs report us economy trade talks precious metals,negative,0.11,0.89,0.0
2019-03-31,2019-04-06,opec+ oil prices us crude trade talks supply cuts,positive,0.71,0.28,0.0
2019-04-01,2019-04-06,oil prices opec cuts chinese demand us production brent crude,negative,0.01,0.99,0.0
2019-04-02,2019-04-06,shell oil spills nigeria pipeline theft niger delta,positive,1.0,0.0,0.0
2019-04-02,2019-04-06,gold prices china manufacturing pmi trade talks brexit,negative,0.02,0.98,0.0
2019-04-03,2019-04-06,waha hub permian basin negative prices pipeline constraints natural gas,negative,0.02,0.98,0.0
2019-04-04,2019-04-06,gold us payrolls dollar trade talks brexit,negative,0.02,0.98,0.0
2019-04-05,2019-04-06,gold jobs report us economy trade talks precious metals,negative,0.11,0.89,0.0
2019-04-06,2019-04-06,trade talks tariffs intellectual property uschina relations negotiations,positive,0.57,0.42,0.01
2019-04-06,2019-04-06,saudi aramco smes contracts investment saudi arabia,negative,0.01,0.99,0.0
2019-04-01,2019-04-07,oil prices opec cuts chinese demand us production brent crude,negative,0.01,0.99,0.0
2019-04-02,2019-04-07,shell oil spills nigeria pipeline theft niger delta,positive,1.0,0.0,0.0
2019-04-02,2019-04-07,gold prices china manufacturing pmi trade talks brexit,negative,0.02,0.98,0.0
2019-04-03,2019-04-07,waha hub permian basin negative prices pipeline constraints natural gas,negative,0.02,0.98,0.0
2019-04-04,2019-04-07,gold us payrolls dollar trade talks brexit,negative,0.02,0.98,0.0
2019-04-05,2019-04-07,gold jobs report us economy trade talks precious metals,negative,0.11,0.89,0.0
2019-04-06,2019-04-07,trade talks tariffs intellectual property uschina relations negotiations,positive,0.57,0.42,0.01
2019-04-06,2019-04-07,saudi aramco smes contracts investment saudi arabia,negative,0.01,0.99,0.0
2019-04-07,2019-04-07,china european union trade climate change summit,positive,0.97,0.02,0.01
2019-04-07,2019-04-07,oil demand sulfur emissions maritime rules refineries imo 2020,negative,0.05,0.95,0.0
2019-04-02,2019-04-08,shell oil spills nigeria pipeline theft niger delta,positive,1.0,0.0,0.0
2019-04-02,2019-04-08,gold prices china manufacturing pmi trade talks brexit,negative,0.02,0.98,0.0
2019-04-03,2019-04-08,waha hub permian basin negative prices pipeline constraints natural gas,negative,0.02,0.98,0.0
2019-04-04,2019-04-08,gold us payrolls dollar trade talks brexit,negative,0.02,0.98,0.0
2019-04-05,2019-04-08,gold jobs report us economy trade talks precious metals,negative,0.11,0.89,0.0
2019-04-06,2019-04-08,trade talks tariffs intellectual property uschina relations negotiations,positive,0.57,0.42,0.01
2019-04-06,2019-04-08,saudi aramco smes contracts investment saudi arabia,negative,0.01,0.99,0.0
2019-04-07,2019-04-08,china european union trade climate change summit,positive,0.97,0.02,0.01
2019-04-07,2019-04-08,oil demand sulfur emissions maritime rules refineries imo 2020,negative,0.05,0.95,0.0
2019-04-08,2019-04-08,natural gas china energy policy lng imports tax cuts,negative,0.02,0.98,0.0
2019-04-03,2019-04-09,waha hub permian basin negative prices pipeline constraints natural gas,negative,0.02,0.98,0.0
2019-04-04,2019-04-09,gold us payrolls dollar trade talks brexit,negative,0.02,0.98,0.0
2019-04-05,2019-04-09,gold jobs report us economy trade talks precious metals,negative,0.11,0.89,0.0
2019-04-06,2019-04-09,trade talks tariffs intellectual property uschina relations negotiations,positive,0.57,0.42,0.01
2019-04-06,2019-04-09,saudi aramco smes contracts investment saudi arabia,negative,0.01,0.99,0.0
2019-04-07,2019-04-09,china european union trade climate change summit,positive,0.97,0.02,0.01
2019-04-07,2019-04-09,oil demand sulfur emissions maritime rules refineries imo 2020,negative,0.05,0.95,0.0
2019-04-08,2019-04-09,natural gas china energy policy lng imports tax cuts,negative,0.02,0.98,0.0
2019-04-09,2019-04-09,iran sanctions oil prices trump administration exemptions foreign policy,negative,0.02,0.98,0.0
2019-04-04,2019-04-10,gold us payrolls dollar trade talks brexit,negative,0.02,0.98,0.0
2019-04-05,2019-04-10,gold jobs report us economy trade talks precious metals,negative,0.11,0.89,0.0
2019-04-06,2019-04-10,trade talks tariffs intellectual property uschina relations negotiations,positive,0.57,0.42,0.01
2019-04-06,2019-04-10,saudi aramco smes contracts investment saudi arabia,negative,0.01,0.99,0.0
2019-04-07,2019-04-10,china european union trade climate change summit,positive,0.97,0.02,0.01
2019-04-07,2019-04-10,oil demand sulfur emissions maritime rules refineries imo 2020,negative,0.05,0.95,0.0
2019-04-08,2019-04-10,natural gas china energy policy lng imports tax cuts,negative,0.02,0.98,0.0
2019-04-09,2019-04-10,iran sanctions oil prices trump administration exemptions foreign policy,negative,0.02,0.98,0.0
2019-04-10,2019-04-10,zimbabwe russia platinum mining investment,negative,0.01,0.99,0.0
2019-04-05,2019-04-11,gold jobs report us economy trade talks precious metals,negative,0.11,0.89,0.0
2019-04-06,2019-04-11,trade talks tariffs intellectual property uschina relations negotiations,positive,0.57,0.42,0.01
2019-04-06,2019-04-11,saudi aramco smes contracts investment saudi arabia,negative,0.01,0.99,0.0
2019-04-07,2019-04-11,china european union trade climate change summit,positive,0.97,0.02,0.01
2019-04-07,2019-04-11,oil demand sulfur emissions maritime rules refineries imo 2020,negative,0.05,0.95,0.0
2019-04-08,2019-04-11,natural gas china energy policy lng imports tax cuts,negative,0.02,0.98,0.0
2019-04-09,2019-04-11,iran sanctions oil prices trump administration exemptions foreign policy,negative,0.02,0.98,0.0
2019-04-10,2019-04-11,zimbabwe russia platinum mining investment,negative,0.01,0.99,0.0
2019-04-11,2019-04-11,gold prices brexit extension uschina trade federal reserve interest rates,negative,0.02,0.98,0.0
2019-04-06,2019-04-12,trade talks tariffs intellectual property uschina relations negotiations,positive,0.57,0.42,0.01
2019-04-06,2019-04-12,saudi aramco smes contracts investment saudi arabia,negative,0.01,0.99,0.0
2019-04-07,2019-04-12,china european union trade climate change summit,positive,0.97,0.02,0.01
2019-04-07,2019-04-12,oil demand sulfur emissions maritime rules refineries imo 2020,negative,0.05,0.95,0.0
2019-04-08,2019-04-12,natural gas china energy policy lng imports tax cuts,negative,0.02,0.98,0.0
2019-04-09,2019-04-12,iran sanctions oil prices trump administration exemptions foreign policy,negative,0.02,0.98,0.0
2019-04-10,2019-04-12,zimbabwe russia platinum mining investment,negative,0.01,0.99,0.0
2019-04-11,2019-04-12,gold prices brexit extension uschina trade federal reserve interest rates,negative,0.02,0.98,0.0
2019-04-12,2019-04-12,sour crude us sanctions russian urals european refiners oil prices,negative,0.01,0.99,0.0
2019-04-07,2019-04-13,china european union trade climate change summit,positive,0.97,0.02,0.01
