Date,Headline,Classification,Positive,Negative,Neutral
20190919,oil prices rise saudi arabia development eia weekly data focus,positive,0.99,0.01,0.0
20190919,oil rises amid doubts speed saudi recovery attacks,positive,0.99,0.01,0.0
20190919,oil rises saudi supply scramble blame game attack,negative,0.32,0.68,0.0
20190919,real crunch saudi arabias oil outage yet felt,positive,0.83,0.17,0.0
20190919,saudi attack drives crude options bullish since 2011,negative,0.49,0.49,0.02
20190920,china agriculture delegation scraps us farm visit montana,negative,0.05,0.91,0.03
20190920,gold prices rise recover losses feds decisions,positive,0.99,0.01,0.0
20190920,mitsubishi says singaporebased oil trader lost $ 320 million unauthorized trades,positive,0.97,0.03,0.0
20190920,newsbreak gold prices rise caution reins ahead weekend,positive,0.99,0.01,0.0
20190920,oil heads weekly gain 7 % saudi attacks,negative,0.12,0.88,0.0
20190920,oil prices gain set record morethan7 % weekly jump,positive,0.99,0.01,0.0
20190920,oil prices rangebound trump plots next move iran,positive,0.7,0.23,0.07
20190920,oil nearly 7 % week saudi attack,positive,0.99,0.01,0.0
20190920,oils rising irans warning war ratchets tensions,positive,0.94,0.06,0.0
20190920,saudi aramco confident khurais full output resume endseptember,neutral,0.01,0.17,0.82
20190920,saudi aramco sees full oil production attacked sites end september,negative,0.0,0.84,0.16
20190920,worlds biggest offshore wind farm cheap coal,negative,0.44,0.56,0.0
20190921,saudi aramco hires ubs deutsche bookrunners ipo sources,negative,0.07,0.93,0.0
20190922,britain create 1 billion pound fund clean energy technology,negative,0.12,0.88,0.0
20190922,energy &amp; precious metals weekly review calendar ahead,negative,0.02,0.97,0.0
20190922,oil prices rise reports suggest saudi needs time recover,positive,0.99,0.01,0.0
20190922,uae expects 24 % gdp growth 2019 central bank,positive,0.86,0.13,0.0
20190923,algeria maintain foreign ownership limit new energy law,neutral,0.02,0.04,0.94
20190923,big oil ceos talk climate change methane need gas,positive,0.93,0.07,0.0
20190923,china buys 10 cargoes us soybeans trade talks,positive,0.53,0.44,0.03
20190923,gold hits 2week high surfeit tensions,positive,0.98,0.02,0.0
20190923,gold prices rise trade war saudi tension provide continued safehaven support,positive,0.99,0.01,0.0
20190923,gold rides new wave risk aversion twoweek high,positive,0.98,0.02,0.0
20190923,greta thunberg un climate summit stolen dreams,positive,0.72,0.23,0.05
20190923,hedge funds shrug saudi attack oil demand concerns linger,negative,0.38,0.61,0.01
20190923,like fine whisky texan oil exporters tout unblended crude,negative,0.04,0.93,0.02
20190923,markets face major risks lax climate forecasts top investors warn,negative,0.11,0.89,0.0
20190923,newsbreak oil falls reports saudi production restored next week,neutral,0.01,0.18,0.82
20190923,nigeria must address housing crisis end forced evictions un rapporteur,positive,0.59,0.41,0.0
20190923,oil ceos push carboncapture efforts ahead climate talks,positive,0.87,0.13,0.0
20190923,oil eases global demand concerns return overshadowing saudi supply doubts,negative,0.16,0.83,0.0
20190923,oil prices turn lower prospects early saudi output restart,negative,0.01,0.99,0.0
20190923,oil resumes gains traders assess gulf tension saudi supply,positive,0.96,0.04,0.0
20190923,oil rises 1 % concerns return saudi output,positive,0.98,0.01,0.0
20190923,oil geopolitical fears offset saudi supply assurance,negative,0.04,0.96,0.0
20190923,saudi arabia restore full oil output next week source,negative,0.0,0.63,0.37
20190923,tellurian signs $ 75 billion us lng pact indias petronet,negative,0.04,0.95,0.0
20190924,attacks saudi aramco trading arm seeks oil meet deliveries sources,negative,0.23,0.77,0.0
20190924,chinas soybean move lands thud us farmers,positive,0.93,0.06,0.01
20190924,european steel industry sounds alarm economic outlook,positive,0.52,0.48,0.0
20190924,exclusive epa granted full biofuel waivers refineries despite energy department advice memo,positive,0.34,0.32,0.34
20190924,explainer causing cubas acute shortage fuel,positive,0.5,0.49,0.0
20190924,gold prices fall stocks recover despite uncertainties surrounding trade issues,negative,0.21,0.78,0.0
20190924,gold prices flat gloomy data underpin assets,negative,0.01,0.84,0.15
20190924,gold 3rd day trump rails china iran,positive,0.96,0.03,0.0
20190924,oil prices demand concerns,negative,0.29,0.7,0.01
20190924,oil prices lower saudi supply disruption limits losses,negative,0.01,0.99,0.0
20190924,oil sinks iran agrees nuclear deal fix trump slams china,negative,0.43,0.57,0.0
20190924,taiwan makes large corn soybean purchase pledge illinois governor,positive,0.86,0.11,0.03
20190925,chinas imports us soybeans jump highest since april,positive,0.98,0.02,0.0
20190925,gold prices dip holding gains trump sparks riskoff move,negative,0.01,0.99,0.0
20190925,gold prices fall despite heightened trade tension weakening stock markets,negative,0.01,0.99,0.0
20190925,gold tumbles 3day rally rebound likely,negative,0.06,0.93,0.01
20190925,newsbreak crude oil falls $ 56 losses extend 2nd day,negative,0.02,0.98,0.0
20190925,newsbreak us oil inventories rose 24m last week,negative,0.0,1.0,0.0
20190925,oil extends losses trump douses trade talk optimism,negative,0.01,0.99,0.0
20190925,oil prices fall trade talk optimism diminish,negative,0.01,0.99,0.0
20190925,oil prices fall rebound inventories numbers,negative,0.01,0.99,0.0
20190925,oil prices hold steady trump touts soonerthanexpected trade deal,neutral,0.0,0.0,0.99
20190925,oil prices steady amid positive trade development rise us crude stocks weigh,negative,0.02,0.79,0.19
20190925,oil slides us build saudi recovery trump weighs,negative,0.03,0.97,0.0
20190925,saudi oil capacity recovering faster expected attacks,negative,0.02,0.98,0.0
20190925,trumps interior department says ‘ climate crisis,negative,0.34,0.66,0.0
20190925,us agriculture official calls trade tensions china new normal,negative,0.39,0.6,0.01
20190925,venezuela boosting oil exports cuba us ramps sanctions sources,negative,0.0,1.0,0.0
20190926,deadly virus slashed chinas pig herd half rabobank says,positive,0.99,0.0,0.0
20190926,drones sanctions contamination supply surprises leave oil unfazed,positive,0.7,0.3,0.0
20190926,eni ceo searched investigation dealings congo,positive,0.94,0.05,0.01
20190926,gold prices little changed amid confusing sinous trade signs,neutral,0.09,0.03,0.89
20190926,gold prices tick trump whistleblower causes jitters,negative,0.14,0.84,0.01
20190926,gold steadies longs return trump woes add support,negative,0.22,0.78,0.0
20190926,oil drops investors weigh saudi recovery trade hope,negative,0.02,0.98,0.0
20190926,oil ends mixed saudi capacity surge trump troubles,positive,0.86,0.14,0.0
20190926,oil prices fall supply risk premium fades demand outlook drags,negative,0.01,0.99,0.0
20190926,satellite images show activity pickup saudi aramcos abqaiq site,negative,0.03,0.97,0.0
20190927,arcelormittal review canada brazil iron assets,negative,0.32,0.68,0.0
20190927,british tanker arrives dubai 10week detention iran,negative,0.37,0.62,0.01
20190927,despite french british pleas signs usiran detente,negative,0.12,0.88,0.01
20190927,explainer nigeria fights back threat $ 9 billion penalty looms,positive,0.72,0.28,0.0
20190927,fatter pigs new farms boost china soymeal demand,positive,0.98,0.01,0.0
20190927,gold falls data yemen news encourage risk appetite,negative,0.11,0.89,0.0
20190927,gold futures back weekly loss $ 1500 support solid,negative,0.06,0.94,0.0
20190927,gold prices steady trumps political troubles sinous trade focus,neutral,0.0,0.0,1.0
20190927,mozambique targets $ 880 million tax anadarko takeover report,positive,0.96,0.04,0.0
20190927,newsbreak oil extends losses iran sanctions claims,negative,0.32,0.68,0.0
20190927,oil posts big weekly losses yemen negatives pound market,negative,0.01,0.99,0.0
20190927,oil prices fall saudi returns full production,negative,0.01,0.99,0.0
20190927,oil shipping rates soar us supertanker sanctions rattle crude trade,positive,0.97,0.03,0.0
20190927,saudi recovery oil attack isnt seems,positive,0.87,0.12,0.0
20190927,southeast asia catches swine fever us crop exporters get chills,positive,0.99,0.01,0.0
20190929,lines far eye see new fuel shortage hits yemen,negative,0.03,0.97,0.0
20190929,steel outlook dims iron ore powerhouse flags growth woes,negative,0.07,0.93,0.0
20190930,aramco supply agreed volumes grades reliance october,negative,0.01,0.99,0.0
20190930,exclusive mexicos pemex seeks control us oil firms billionbarrel find,negative,0.21,0.78,0.0
20190930,gold plummets palladium returns atop precious metals heap,negative,0.07,0.93,0.0
20190930,gold prices fall $ 1500 level yemen news,negative,0.01,0.99,0.0
20190930,gold tumbles $ 1500 us dollar rises,positive,0.5,0.5,0.0
20190930,oil falls saudi prince rejects military route,negative,0.06,0.94,0.0
20190930,oil falls saudi calm china outlook,negative,0.01,0.99,0.0
20190930,oil prices fall chinas economic outlook still weak,negative,0.01,0.99,0.0
20190930,oil prices gain china data market shakes saudi arabian disruption,positive,0.99,0.01,0.0
20190930,opec oil output sinks lowest since 2011 saudi attacks reuters survey,positive,1.0,0.0,0.0
20190930,saudi aramco plans pay base dividend $ 75 billion 2020,positive,0.95,0.05,0.0
20191001,ecuador slashes fuel subsidies narrow fiscal deficit,negative,0.35,0.65,0.0
20191001,gold rebounds 2month low weak pmis fuel rate cut bets,positive,0.7,0.3,0.0
20191001,gold rebounds us manufacturing gloom fed action seen,negative,0.18,0.82,0.0
20191001,lithium twoyear low hobbles us bid loosen chinas grip market,negative,0.01,0.99,0.0
20191001,newsbreak api says oil inventories fell 59m last week,positive,0.98,0.02,0.0
20191001,oil 6th day weekly crude build awaited,negative,0.37,0.63,0.01
20191001,oil prices recover output us russia opec drop,positive,0.89,0.1,0.0
20191001,trump administration close finalizing biofuel policy change sources,positive,0.82,0.18,0.01
20191001,venezuela makes debt repayment russia,positive,0.64,0.32,0.05
20191002,analysts cut estimates exxons thirdquarter profit weaker oil prices,negative,0.02,0.98,0.0
20191002,bp chief executive dudley confirms plan step next year,negative,0.36,0.62,0.01
20191002,gold back $ 1500 confidence us economy slips,negative,0.02,0.98,0.0
20191002,gold prices fall weak us data brexit developments focus,negative,0.01,0.99,0.0
20191002,gold prices rise weak adp reinforces risk aversion,positive,0.99,0.01,0.0
20191002,india banned onion exports asia eyewatering prices,positive,0.69,0.31,0.0
20191002,newsbreak us crude inventories rose 31m barrels last week,negative,0.0,1.0,0.0
20191002,oil prices rebound data shows surprise drop crude stockpiles,negative,0.07,0.93,0.0
20191002,oil sinks deeper red stockpiles demand concerns grow,negative,0.02,0.98,0.0
20191002,opecs middle east oil flows shrivel wake attacks saudi,positive,0.83,0.17,0.0
20191002,pelosi hopes trump work congress trade pact despite impeachment inquiry,positive,0.76,0.23,0.02
20191002,saudi oil prices asia expected jump november attack,negative,0.06,0.93,0.01
20191002,surprise drop us crude stocks lifts oil prices,negative,0.0,1.0,0.0
20191002,us farmers receive $ 1403 billion far government trade aid,positive,0.83,0.17,0.0
20191002,venezuelas guaido needs us support vs citgo bondholers retain control citgo chair,positive,0.72,0.26,0.02
20191002,venezuelan oil exports rise enough drain stocks,negative,0.0,1.0,0.0
20191003,oil prices sink opec+ ministers stick plan,negative,0.02,0.98,0.0
20191003,chevrons shale allies secret weapon exxon race,positive,0.93,0.07,0.0
20191003,chinas soy buying spree may signal prudence us talks,positive,0.97,0.03,0.0
20191003,de beers diamond sales fall 39 % year,positive,0.83,0.17,0.0
20191003,gold prices inch eyes us employment data,negative,0.02,0.97,0.01
20191003,gold prices slip regain $ 1500 level weak data attract safehaven demand,negative,0.01,0.99,0.0
20191003,gold prices surge oneweek high weak ism,positive,0.99,0.01,0.0
20191003,gold dismal us data fed cut hopes,negative,0.02,0.98,0.0
20191003,newsbreak oil plunges 2 % us data disappoints,negative,0.02,0.98,0.0
20191003,oil ends lows fed rate cut hopes,negative,0.02,0.98,0.0
20191003,oil prices edge 2month low saudi output recovers,negative,0.39,0.61,0.0
20191003,oil prices steady give gains economic gloom dims demand prospects,neutral,0.0,0.0,0.99
20191003,oil prices steady us crude inventories rise expected last week,positive,0.43,0.18,0.39
20191003,starbucks pays farmers $ 20 million coffee crisis deepens,positive,0.81,0.19,0.0
20191003,trump administration likely announce details biofuels deal friday sources,positive,0.55,0.45,0.01
20191004,analysts cut carbon price forecasts brexit clouds market reuters poll,negative,0.02,0.98,0.0
20191004,bp make bernard looney ceo climate challenge looms,positive,0.95,0.05,0.01
20191004,gold prices fall market trims rate cut bets jobs data,negative,0.01,0.99,0.0
20191004,gold steadies powells inflation quest offsets encouraging jobs report,negative,0.12,0.88,0.0
20191004,oil edge still set big weekly loss demand worries,positive,0.78,0.21,0.0
20191004,oil prices gain set weekly losses amid weak us data,positive,0.98,0.01,0.0
20191004,oil prices head higher jobs data brightens demand picture,positive,0.99,0.01,0.0
20191004,oil records biggest weekly drop since july demand pessimism,negative,0.01,0.99,0.0
20191004,oil recovers us jobs report brent still worst week since july,positive,0.77,0.23,0.0
20191004,oil set biggest weekly drop since july demand pessimism,negative,0.01,0.99,0.0
